,verse_title_ISH,book_title_ISH,chapter_number_ISH,verse_number_ISH,scripture_text_ISH,verse_title_BOM,book_title_BOM,chapter_number_BOM,verse_number_BOM,scripture_text_BOM,scripture_cleaned_ISH,scripture_cleaned_BOM,similarity_score,similarity_category,word_count_ISH,word_count_BOM,bible_term_in_ISH,bible_term_in_BOM,Duhms_Class,bible_term_name_ISH,bible_term_name_BOM
6783,,,,,,Mormon 5:21,Mormon,5.0,21.0,"And also the Lord will remember the prayers of the righteous, which have been put up unto him for them.",NA,also lord remember prayers righteous put unto,0.0,,0,20,False,True,,,lord
6784,,,,,,Mormon 5:22,Mormon,5.0,22.0,"And then, O ye Gentiles, how can ye stand before the power of God, except ye shall repent and turn from your evil ways?",NA,ye gentiles ye stand power god except ye shall repent turn evil ways,0.0,,0,24,False,True,,,gentile
6785,,,,,,Mormon 5:23,Mormon,5.0,23.0,"Know ye not that ye are in the hands of God? Know ye not that he hath all power, and at his great command the earth shall be rolled together as a scroll?",NA,know ye ye hands god know ye hath power great command earth shall rolled together scroll,0.0,,0,33,False,True,,,god
6786,,,,,,Mormon 5:24,Mormon,5.0,24.0,"Therefore, repent ye, and humble yourselves before him, lest he shall come out in justice against you--lest a remnant of the seed of Jacob shall go forth among you as a lion, and tear you in pieces, and there is none to deliver.",NA,therefore repent ye humble lest shall come justice lest remnant seed jacob shall go forth among lion tear pieces none deliver,0.0,,0,43,False,True,,,jacob
6787,,,,,,Mormon 6:1,Mormon,6.0,1.0,"And now I finish my record concerning the destruction of my people, the Nephites. And it came to pass that we did march forth before the Lamanites.",NA,finish record concerning destruction people nephites came pass march forth lamanites,0.0,,0,27,False,False,,,
6788,,,,,,Mormon 6:2,Mormon,6.0,2.0,"And I, Mormon, wrote an epistle unto the king of the Lamanites, and desired of him that he would grant unto us that we might gather together our people unto the land of Cumorah, by a hill which was called Cumorah, and there we could give them battle.",NA,mormon wrote epistle unto king lamanites desired would grant unto us might gather together people unto land cumorah hill called cumorah could give battle,0.0,,0,48,False,True,,,u
6789,,,,,,Mormon 6:3,Mormon,6.0,3.0,And it came to pass that the king of the Lamanites did grant unto me the thing which I desired.,NA,came pass king lamanites grant unto thing desired,0.0,,0,20,False,False,,,
6790,,,,,,Mormon 6:4,Mormon,6.0,4.0,"And it came to pass that we did march forth to the land of Cumorah, and we did pitch our tents around about the hill Cumorah; and it was in a land of many waters, rivers, and fountains; and here we had hope to gain advantage over the Lamanites.",NA,came pass march forth land cumorah pitch tents around hill cumorah land many waters rivers fountains hope gain advantage lamanites,0.0,,0,49,False,True,,,river
6791,,,,,,Mormon 6:5,Mormon,6.0,5.0,"And when three hundred and eighty and four years had passed away, we had gathered in all the remainder of our people unto the land of Cumorah.",NA,three hundred eighty four years passed away gathered remainder people unto land cumorah,0.0,,0,27,False,True,,,year
6792,,,,,,Mormon 6:6,Mormon,6.0,6.0,"And it came to pass that when we had gathered in all our people in one to the land of Cumorah, behold I, Mormon, began to be old; and knowing it to be the last struggle of my people, and having been commanded of the Lord that I should not suffer the records which had been handed down by our fathers, which were sacred, to fall into the hands of the Lamanites, (for the Lamanites would destroy them) therefore I made this record out of the plates of Nephi, and hid up in the hill Cumorah all the records which had been entrusted to me by the hand of the Lord, save it were these few plates which I gave unto my son Moroni.",NA,came pass gathered people one land cumorah behold mormon began old knowing last struggle people commanded lord suffer records handed fathers sacred fall hands lamanites lamanites would destroy therefore made record plates nephi hid hill cumorah records entrusted hand lord save plates gave unto son moroni,0.0,,0,124,False,True,,,lord
6793,,,,,,Mormon 6:7,Mormon,6.0,7.0,"And it came to pass that my people, with their wives and their children, did now behold the armies of the Lamanites marching towards them; and with that awful fear of death which fills the breasts of all the wicked, did they await to receive them.",NA,came pass people wives children behold armies lamanites marching towards awful fear death fills breasts wicked await receive,0.0,,0,46,False,True,,,fear
6794,,,,,,Mormon 6:8,Mormon,6.0,8.0,"And it came to pass that they came to battle against us, and every soul was filled with terror because of the greatness of their numbers.",NA,came pass came battle us every soul filled terror greatness numbers,0.0,,0,26,False,True,,,u
6795,,,,,,Mormon 6:9,Mormon,6.0,9.0,"And it came to pass that they did fall upon my people with the sword, and with the bow, and with the arrow, and with the ax, and with all manner of weapons of war.",NA,came pass fall upon people sword bow arrow ax manner weapons war,0.0,,0,35,False,False,,,
6796,,,,,,Mormon 6:10,Mormon,6.0,10.0,"And it came to pass that my men were hewn down, yea, even my ten thousand who were with me, and I fell wounded in the midst; and they passed by me that they did not put an end to my life.",NA,came pass men hewn yea even ten thousand fell wounded midst passed put end life,0.0,,0,42,False,False,,,
6797,,,,,,Mormon 6:11,Mormon,6.0,11.0,"And when they had gone through and hewn down all my people save it were twenty and four of us, (among whom was my son Moroni) and we having survived the dead of our people, did behold on the morrow, when the Lamanites had returned unto their camps, from the top of the hill Cumorah, the ten thousand of my people who were hewn down, being led in the front by me.",NA,gone hewn people save twenty four us among son moroni survived dead people behold morrow lamanites returned unto camps top hill cumorah ten thousand people hewn led front,0.0,,0,72,False,True,,,u
6798,,,,,,Mormon 6:12,Mormon,6.0,12.0,And we also beheld the ten thousand of my people who were led by my son Moroni.,NA,also beheld ten thousand people led son moroni,0.0,,0,17,False,False,,,
6799,,,,,,Mormon 6:13,Mormon,6.0,13.0,"And behold, the ten thousand of Gidgiddonah had fallen, and he also in the midst.",NA,behold ten thousand gidgiddonah fallen also midst,0.0,,0,15,False,False,,,
6800,,,,,,Mormon 6:14,Mormon,6.0,14.0,"And Lamah had fallen with his ten thousand; and Gilgal had fallen with his ten thousand; and Limhah had fallen with his ten thousand; and Jeneum had fallen with his ten thousand; and Cumenihah, and Moronihah, and Antionum, and Shiblom, and Shem, and Josh, had fallen with their ten thousand each.",NA,lamah fallen ten thousand gilgal fallen ten thousand limhah fallen ten thousand jeneum fallen ten thousand cumenihah moronihah antionum shiblom shem josh fallen ten thousand,0.0,,0,51,False,True,,,gilgal
6801,,,,,,Mormon 6:15,Mormon,6.0,15.0,"And it came to pass that there were ten more who did fall by the sword, with their ten thousand each; yea, even all my people, save it were those twenty and four who were with me, and also a few who had escaped into the south countries, and a few who had deserted over unto the Lamanites, had fallen; and their flesh, and bones, and blood lay upon the face of the earth, being left by the hands of those who slew them to molder upon the land, and to crumble and to return to their mother earth.",NA,came pass ten fall sword ten thousand yea even people save twenty four also escaped south countries deserted unto lamanites fallen flesh bones blood lay upon face earth left hands slew molder upon land crumble return mother earth,0.0,,0,99,False,True,,,flesh
6802,,,,,,Mormon 6:16,Mormon,6.0,16.0,"And my soul was rent with anguish, because of the slain of my people, and I cried:",NA,soul rent anguish slain people cried,0.0,,0,17,False,False,,,
6803,,,,,,Mormon 6:17,Mormon,6.0,17.0,"O ye fair ones, how could ye have departed from the ways of the Lord! O ye fair ones, how could ye have rejected that Jesus, who stood with open arms to receive you!",NA,ye fair ones could ye departed ways lord ye fair ones could ye rejected jesus stood open arms receive,0.0,,0,34,False,True,,,lord
6804,,,,,,Mormon 6:18,Mormon,6.0,18.0,"Behold, if ye had not done this, ye would not have fallen. But behold, ye are fallen, and I mourn your loss.",NA,behold ye done ye would fallen behold ye fallen mourn loss,0.0,,0,22,False,False,,,
6805,,,,,,Mormon 6:19,Mormon,6.0,19.0,"O ye fair sons and daughters, ye fathers and mothers, ye husbands and wives, ye fair ones, how is it that ye could have fallen!",NA,ye fair sons daughters ye fathers mothers ye husbands wives ye fair ones ye could fallen,0.0,,0,25,False,False,,,
6806,,,,,,Mormon 6:20,Mormon,6.0,20.0,"But behold, ye are gone, and my sorrows cannot bring your return.",NA,behold ye gone sorrows cannot bring return,0.0,,0,12,False,False,,,
6807,,,,,,Mormon 6:21,Mormon,6.0,21.0,"And the day soon cometh that your mortal must put on immortality, and these bodies which are now moldering in corruption must soon become incorruptible bodies; and then ye must stand before the judgment-seat of Christ, to be judged according to your works; and if it so be that ye are righteous, then are ye blessed with your fathers who have gone before you.",NA,day soon cometh mortal must put immortality bodies moldering corruption must soon become incorruptible bodies ye must stand judgment seat christ judged according works ye righteous ye blessed fathers gone,0.0,,0,64,False,True,,,christ
6808,,,,,,Mormon 6:22,Mormon,6.0,22.0,"O that ye had repented before this great destruction had come upon you. But behold, ye are gone, and the Father, yea, the Eternal Father of heaven, knoweth your state; and he doeth with you according to his justice and mercy.",NA,ye repented great destruction come upon behold ye gone father yea eternal father heaven knoweth state doeth according justice mercy,0.0,,0,41,False,True,,,heaven
6809,,,,,,Mormon 7:1,Mormon,7.0,1.0,"And now, behold, I would speak somewhat unto the remnant of this people who are spared, if it so be that God may give unto them my words, that they may know of the things of their fathers; yea, I speak unto you, ye remnant of the house of Israel; and these are the words which I speak:",NA,behold would speak somewhat unto remnant people spared god may give unto words may know things fathers yea speak unto ye remnant house israel words speak,0.0,,0,58,False,True,,,god
6810,,,,,,Mormon 7:2,Mormon,7.0,2.0,Know ye that ye are of the house of Israel.,NA,know ye ye house israel,0.0,,0,10,False,True,,,house
6811,,,,,,Mormon 7:3,Mormon,7.0,3.0,"Know ye that ye must come unto repentance, or ye cannot be saved.",NA,know ye ye must come unto repentance ye cannot saved,0.0,,0,13,False,True,,,repentance
6812,,,,,,Mormon 7:4,Mormon,7.0,4.0,"Know ye that ye must lay down your weapons of war, and delight no more in the shedding of blood, and take them not again, save it be that God shall command you.",NA,know ye ye must lay weapons war delight shedding blood take save god shall command,0.0,,0,33,False,True,,,blood
6813,,,,,,Mormon 7:6,Mormon,7.0,6.0,"And he bringeth to pass the resurrection of the dead, whereby man must be raised to stand before his judgment-seat.",NA,bringeth pass resurrection dead whereby man must raised stand judgment seat,0.0,,0,20,False,True,,,resurrection
6814,,,,,,Mormon 7:7,Mormon,7.0,7.0,"And he hath brought to pass the redemption of the world, whereby he that is found guiltless before him at the judgment day hath it given unto him to dwell in the presence of God in his kingdom, to sing ceaseless praises with the choirs above, unto the Father, and unto the Son, and unto the Holy Ghost, which are one God, in a state of happiness which hath no end.",NA,hath brought pass redemption world whereby found guiltless judgment day hath given unto dwell presence god kingdom sing ceaseless praises choirs unto father unto son unto holy ghost one god state happiness hath end,0.0,,0,71,False,True,,,redemption
6815,,,,,,Mormon 7:8,Mormon,7.0,8.0,"Therefore repent, and be baptized in the name of Jesus, and lay hold upon the gospel of Christ, which shall be set before you, not only in this record but also in the record which shall come unto the Gentiles from the Jews, which record shall come from the Gentiles unto you.",NA,therefore repent baptized name jesus lay hold upon gospel christ shall set record also record shall come unto gentiles jews record shall come gentiles unto,0.0,,0,52,False,True,,,jesus
6816,,,,,,Mormon 7:9,Mormon,7.0,9.0,"For behold, this is written for the intent that ye may believe that; and if ye believe that ye will believe this also; and if ye believe this ye will know concerning your fathers, and also the marvelous works which were wrought by the power of God among them.",NA,behold written intent ye may believe ye believe ye believe also ye believe ye know concerning fathers also marvelous works wrought power god among,0.0,,0,49,False,True,,,god
6817,,,,,,Mormon 7:10,Mormon,7.0,10.0,"And ye will also know that ye are a remnant of the seed of Jacob; therefore ye are numbered among the people of the first covenant; and if it so be that ye believe in Christ, and are baptized, first with water, then with fire and with the Holy Ghost, following the example of our Savior, according to that which he hath commanded us, it shall be well with you in the day of judgment. Amen.",NA,ye also know ye remnant seed jacob therefore ye numbered among people first covenant ye believe christ baptized first water fire holy ghost following example savior according hath commanded us shall well day judgment amen,0.0,,0,76,False,True,,,jacob
6818,,,,,,Mormon 8:1,Mormon,8.0,1.0,"Behold I, Moroni, do finish the record of my father, Mormon. Behold, I have but few things to write, which things I have been commanded by my father.",NA,behold moroni finish record father mormon behold things write things commanded father,0.0,,0,28,False,False,,,
6819,,,,,,Mormon 8:2,Mormon,8.0,2.0,"And now it came to pass that after the great and tremendous battle at Cumorah, behold, the Nephites who had escaped into the country southward were hunted by the Lamanites, until they were all destroyed.",NA,came pass great tremendous battle cumorah behold nephites escaped country southward hunted lamanites destroyed,0.0,,0,35,False,False,,,
6820,,,,,,Mormon 8:3,Mormon,8.0,3.0,"And my father also was killed by them, and I even remain alone to write the sad tale of the destruction of my people. But behold, they are gone, and I fulfil the commandment of my father. And whether they will slay me, I know not.",NA,father also killed even remain alone write sad tale destruction people behold gone fulfil commandment father whether slay know,0.0,,0,46,False,False,,,
6821,,,,,,Mormon 8:4,Mormon,8.0,4.0,Therefore I will write and hide up the records in the earth; and whither I go it mattereth not.,NA,therefore write hide records earth whither go mattereth,0.0,,0,19,False,False,,,
6822,,,,,,Mormon 8:5,Mormon,8.0,5.0,"Behold, my father hath made this record, and he hath written the intent thereof. And behold, I would write it also if I had room upon the plates, but I have not; and ore I have none, for I am alone. My father hath been slain in battle, and all my kinsfolk, and I have not friends nor whither to go; and how long the Lord will suffer that I may live I know not.",NA,behold father hath made record hath written intent thereof behold would write also room upon plates ore none alone father hath slain battle kinsfolk friends whither go long lord suffer may live know,0.0,,0,75,False,True,,,lord
6823,,,,,,Mormon 8:6,Mormon,8.0,6.0,"Behold, four hundred years have passed away since the coming of our Lord and Savior.",NA,behold four hundred years passed away since coming lord savior,0.0,,0,15,False,True,,,year
6824,,,,,,Mormon 8:7,Mormon,8.0,7.0,"And behold, the Lamanites have hunted my people, the Nephites, down from city to city and from place to place, even until they are no more; and great has been their fall; yea, great and marvelous is the destruction of my people, the Nephites.",NA,behold lamanites hunted people nephites city city place place even great fall yea great marvelous destruction people nephites,0.0,,0,44,False,False,,,
6825,,,,,,Mormon 8:8,Mormon,8.0,8.0,"And behold, it is the hand of the Lord which hath done it. And behold also, the Lamanites are at war one with another; and the whole face of this land is one continual round of murder and bloodshed; and no one knoweth the end of the war.",NA,behold hand lord hath done behold also lamanites war one another whole face land one continual round murder bloodshed one knoweth end war,0.0,,0,48,False,True,,,lord
6826,,,,,,Mormon 8:9,Mormon,8.0,9.0,"And now, behold, I say no more concerning them, for there are none save it be the Lamanites and robbers that do exist upon the face of the land.",NA,behold say concerning none save lamanites robbers exist upon face land,0.0,,0,29,False,False,,,
6827,,,,,,Mormon 8:10,Mormon,8.0,10.0,"And there are none that do know the true God save it be the disciples of Jesus, who did tarry in the land until the wickedness of the people was so great that the Lord would not suffer them to remain with the people; and whether they be upon the face of the land no man knoweth.",NA,none know true god save disciples jesus tarry land wickedness people great lord would suffer remain people whether upon face land man knoweth,0.0,,0,57,False,True,,,god
6828,,,,,,Mormon 8:11,Mormon,8.0,11.0,"But behold, my father and I have seen them, and they have ministered unto us.",NA,behold father seen ministered unto us,0.0,,0,15,False,True,,,u
6829,,,,,,Mormon 8:12,Mormon,8.0,12.0,"And whoso receiveth this record, and shall not condemn it because of the imperfections which are in it, the same shall know of greater things than these. Behold, I am Moroni; and were it possible, I would make all things known unto you.",NA,whoso receiveth record shall condemn imperfections shall know greater things behold moroni possible would make things known unto,0.0,,0,43,False,False,,,
6830,,,,,,Mormon 8:13,Mormon,8.0,13.0,"Behold, I make an end of speaking concerning this people. I am the son of Mormon, and my father was a descendant of Nephi.",NA,behold make end speaking concerning people son mormon father descendant nephi,0.0,,0,24,False,False,,,
6831,,,,,,Mormon 8:14,Mormon,8.0,14.0,"And I am the same who hideth up this record unto the Lord; the plates thereof are of no worth, because of the commandment of the Lord. For he truly saith that no one shall have them to get gain; but the record thereof is of great worth; and whoso shall bring it to light, him will the Lord bless.",NA,hideth record unto lord plates thereof worth commandment lord truly saith one shall get gain record thereof great worth whoso shall bring light lord bless,0.0,,0,60,False,True,,,lord
6832,,,,,,Mormon 8:15,Mormon,8.0,15.0,"For none can have power to bring it to light save it be given him of God; for God wills that it shall be done with an eye single to his glory, or the welfare of the ancient and long dispersed covenant people of the Lord.",NA,none power bring light save given god god wills shall done eye single glory welfare ancient long dispersed covenant people lord,0.0,,0,46,False,True,,,god
6833,,,,,,Mormon 8:16,Mormon,8.0,16.0,"And blessed be he that shall bring this thing to light; for it shall be brought out of darkness unto light, according to the word of God; yea, it shall be brought out of the earth, and it shall shine forth out of darkness, and come unto the knowledge of the people; and it shall be done by the power of God.",NA,blessed shall bring thing light shall brought darkness unto light according word god yea shall brought earth shall shine forth darkness come unto knowledge people shall done power god,0.0,,0,62,False,True,,,darkness
6834,,,,,,Mormon 8:17,Mormon,8.0,17.0,"And if there be faults they be the faults of a man. But behold, we know no fault; nevertheless God knoweth all things; therefore, he that condemneth, let him be aware lest he shall be in danger of hell fire.",NA,faults faults man behold know fault nevertheless god knoweth things therefore condemneth let aware lest shall danger hell fire,0.0,,0,40,False,True,,,god
6835,,,,,,Mormon 8:18,Mormon,8.0,18.0,"And he that saith: Show unto me, or ye shall be smitten--let him beware lest he commandeth that which is forbidden of the Lord.",NA,saith show unto ye shall smitten let beware lest commandeth forbidden lord,0.0,,0,24,False,True,,,let
6836,,,,,,Mormon 8:19,Mormon,8.0,19.0,"For behold, the same that judgeth rashly shall be judged rashly again; for according to his works shall his wages be; therefore, he that smiteth shall be smitten again, of the Lord.",NA,behold judgeth rashly shall judged rashly according works shall wages therefore smiteth shall smitten lord,0.0,,0,32,False,True,,,lord
6837,,,,,,Mormon 8:20,Mormon,8.0,20.0,"Behold what the scripture says--man shall not smite, neither shall he judge; for judgment is mine, saith the Lord, and vengeance is mine also, and I will repay.",NA,behold scripture says man shall smite neither shall judge judgment mine saith lord vengeance mine also repay,0.0,,0,28,False,True,,,scripture
6838,,,,,,Mormon 8:21,Mormon,8.0,21.0,"And he that shall breathe out wrath and strifes against the work of the Lord, and against the covenant people of the Lord who are the house of Israel, and shall say: We will destroy the work of the Lord, and the Lord will not remember his covenant which he hath made unto the house of Israel--the same is in danger to be hewn down and cast into the fire;",NA,shall breathe wrath strifes work lord covenant people lord house israel shall say destroy work lord lord remember covenant hath made unto house israel danger hewn cast fire,0.0,,0,70,False,True,,,lord
6839,,,,,,Mormon 8:22,Mormon,8.0,22.0,"For the eternal purposes of the Lord shall roll on, until all his promises shall be fulfilled.",NA,eternal purposes lord shall roll promises shall fulfilled,0.0,,0,17,False,True,,,lord
6840,,,,,,Mormon 8:24,Mormon,8.0,24.0,"And he knoweth their prayers, that they were in behalf of their brethren. And he knoweth their faith, for in his name could they remove mountains; and in his name could they cause the earth to shake; and by the power of his word did they cause prisons to tumble to the earth; yea, even the fiery furnace could not harm them, neither wild beasts nor poisonous serpents, because of the power of his word.",NA,knoweth prayers behalf brethren knoweth faith name could remove mountains name could cause earth shake power word cause prisons tumble earth yea even fiery furnace could harm neither wild beasts poisonous serpents power word,0.0,,0,75,False,True,,,prayer
6841,,,,,,Mormon 8:25,Mormon,8.0,25.0,"And behold, their prayers were also in behalf of him that the Lord should suffer to bring these things forth.",NA,behold prayers also behalf lord suffer bring things forth,0.0,,0,20,False,True,,,prayer
6842,,,,,,Mormon 8:26,Mormon,8.0,26.0,"And no one need say they shall not come, for they surely shall, for the Lord hath spoken it; for out of the earth shall they come, by the hand of the Lord, and none can stay it; and it shall come in a day when it shall be said that miracles are done away; and it shall come even as if one should speak from the dead.",NA,one need say shall come surely shall lord hath spoken earth shall come hand lord none stay shall come day shall said miracles done away shall come even one speak dead,0.0,,0,68,False,True,,,lord
6843,,,,,,Mormon 8:27,Mormon,8.0,27.0,"And it shall come in a day when the blood of saints shall cry unto the Lord, because of secret combinations and the works of darkness.",NA,shall come day blood saints shall cry unto lord secret combinations works darkness,0.0,,0,26,False,True,,,blood
6844,,,,,,Mormon 8:28,Mormon,8.0,28.0,"Yea, it shall come in a day when the power of God shall be denied, and churches become defiled and be lifted up in the pride of their hearts; yea, even in a day when leaders of churches and teachers shall rise in the pride of their hearts, even to the envying of them who belong to their churches.",NA,yea shall come day power god shall denied churches become defiled lifted pride hearts yea even day leaders churches teachers shall rise pride hearts even envying belong churches,0.0,,0,59,False,True,,,god
6845,,,,,,Mormon 8:29,Mormon,8.0,29.0,"Yea, it shall come in a day when there shall be heard of fires, and tempests, and vapors of smoke in foreign lands;",NA,yea shall come day shall heard fires tempests vapors smoke foreign lands,0.0,,0,23,False,True,,,fire
6846,,,,,,Mormon 8:30,Mormon,8.0,30.0,"And there shall also be heard of wars, rumors of wars, and earthquakes in divers places.",NA,shall also heard wars rumors wars earthquakes divers places,0.0,,0,16,False,False,,,
6847,,,,,,Mormon 8:31,Mormon,8.0,31.0,"Yea, it shall come in a day when there shall be great pollutions upon the face of the earth; there shall be murders, and robbing, and lying, and deceivings, and whoredoms, and all manner of abominations; when there shall be many who will say, Do this, or do that, and it mattereth not, for the Lord will uphold such at the last day. But wo unto such, for they are in the gall of bitterness and in the bonds of iniquity.",NA,yea shall come day shall great pollutions upon face earth shall murders robbing lying deceivings whoredoms manner abominations shall many say mattereth lord uphold last day wo unto gall bitterness bonds iniquity,0.0,,0,81,False,True,,,murder
6848,,,,,,Mormon 8:32,Mormon,8.0,32.0,"Yea, it shall come in a day when there shall be churches built up that shall say: Come unto me, and for your money you shall be forgiven of your sins.",NA,yea shall come day shall churches built shall say come unto money shall forgiven sins,0.0,,0,31,False,True,,,church
6849,,,,,,Mormon 8:33,Mormon,8.0,33.0,"O ye wicked and perverse and stiffnecked people, why have ye built up churches unto yourselves to get gain? Why have ye transfigured the holy word of God, that ye might bring damnation upon your souls? Behold, look ye unto the revelations of God; for behold, the time cometh at that day when all these things must be fulfilled.",NA,ye wicked perverse stiffnecked people ye built churches unto get gain ye transfigured holy word god ye might bring damnation upon souls behold look ye unto revelations god behold time cometh day things must fulfilled,0.0,,0,59,False,True,,,church
6850,,,,,,Mormon 8:34,Mormon,8.0,34.0,"Behold, the Lord hath shown unto me great and marvelous things concerning that which must shortly come, at that day when these things shall come forth among you.",NA,behold lord hath shown unto great marvelous things concerning must shortly come day things shall come forth among,0.0,,0,28,False,True,,,lord
6851,,,,,,Mormon 8:35,Mormon,8.0,35.0,"Behold, I speak unto you as if ye were present, and yet ye are not. But behold, Jesus Christ hath shown you unto me, and I know your doing.",NA,behold speak unto ye present yet ye behold jesus christ hath shown unto know,0.0,,0,29,False,True,,,jesus
6852,,,,,,Mormon 8:36,Mormon,8.0,36.0,"And I know that ye do walk in the pride of your hearts; and there are none save a few only who do not lift themselves up in the pride of their hearts, unto the wearing of very fine apparel, unto envying, and strifes, and malice, and persecutions, and all manner of iniquities; and your churches, yea, even every one, have become polluted because of the pride of your hearts.",NA,know ye walk pride hearts none save lift pride hearts unto wearing fine apparel unto envying strifes malice persecutions manner iniquities churches yea even every one become polluted pride hearts,0.0,,0,70,False,True,,,church
6853,,,,,,Mormon 8:37,Mormon,8.0,37.0,"For behold, ye do love money, and your substance, and your fine apparel, and the adorning of your churches, more than ye love the poor and the needy, the sick and the afflicted.",NA,behold ye love money substance fine apparel adorning churches ye love poor needy sick afflicted,0.0,,0,33,False,True,,,money
6854,,,,,,Mormon 8:38,Mormon,8.0,38.0,"O ye pollutions, ye hypocrites, ye teachers, who sell yourselves for that which will canker, why have ye polluted the holy church of God? Why are ye ashamed to take upon you the name of Christ? Why do ye not think that greater is the value of an endless happiness than that misery which never dies--because of the praise of the world?",NA,ye pollutions ye hypocrites ye teachers sell canker ye polluted holy church god ye ashamed take upon name christ ye think greater value endless happiness misery never dies praise world,0.0,,0,62,False,True,,,hypocrite
6855,,,,,,Mormon 8:39,Mormon,8.0,39.0,"Why do ye adorn yourselves with that which hath no life, and yet suffer the hungry, and the needy, and the naked, and the sick and the afflicted to pass by you, and notice them not?",NA,ye adorn hath life yet suffer hungry needy naked sick afflicted pass notice,0.0,,0,36,False,False,,,
6856,,,,,,Mormon 8:40,Mormon,8.0,40.0,"Yea, why do ye build up your secret abominations to get gain, and cause that widows should mourn before the Lord, and also orphans to mourn before the Lord, and also the blood of their fathers and their husbands to cry unto the Lord from the ground, for vengeance upon your heads?",NA,yea ye build secret abominations get gain cause widows mourn lord also orphans mourn lord also blood fathers husbands cry unto lord ground vengeance upon heads,0.0,,0,52,False,True,,,abomination
6857,,,,,,Mormon 8:41,Mormon,8.0,41.0,"Behold, the sword of vengeance hangeth over you; and the time soon cometh that he avengeth the blood of the saints upon you, for he will not suffer their cries any longer.",NA,behold sword vengeance hangeth time soon cometh avengeth blood saints upon suffer cries longer,0.0,,0,32,False,True,,,blood
6858,,,,,,Mormon 9:1,Mormon,9.0,1.0,"And now, I speak also concerning those who do not believe in Christ.",NA,speak also concerning believe christ,0.0,,0,13,False,True,,,christ
6859,,,,,,Mormon 9:2,Mormon,9.0,2.0,"Behold, will ye believe in the day of your visitation--behold, when the Lord shall come, yea, even that great day when the earth shall be rolled together as a scroll, and the elements shall melt with fervent heat, yea, in that great day when ye shall be brought to stand before the Lamb of God--then will ye say that there is no God?",NA,behold ye believe day visitation behold lord shall come yea even great day earth shall rolled together scroll elements shall melt fervent heat yea great day ye shall brought stand lamb god ye say god,0.0,,0,63,False,True,,,lord
6860,,,,,,Mormon 9:3,Mormon,9.0,3.0,"Then will ye longer deny the Christ, or can ye behold the Lamb of God? Do ye suppose that ye shall dwell with him under a consciousness of your guilt? Do ye suppose that ye could be happy to dwell with that holy Being, when your souls are racked with a consciousness of guilt that ye have ever abused his laws?",NA,ye longer deny christ ye behold lamb god ye suppose ye shall dwell consciousness guilt ye suppose ye could happy dwell holy souls racked consciousness guilt ye ever abused laws,0.0,,0,61,False,True,,,christ
6861,,,,,,Mormon 9:4,Mormon,9.0,4.0,"Behold, I say unto you that ye would be more miserable to dwell with a holy and just God, under a consciousness of your filthiness before him, than ye would to dwell with the damned souls in hell.",NA,behold say unto ye would miserable dwell holy god consciousness filthiness ye would dwell damned souls hell,0.0,,0,38,False,True,,,god
6862,,,,,,Mormon 9:5,Mormon,9.0,5.0,"For behold, when ye shall be brought to see your nakedness before God, and also the glory of God, and the holiness of Jesus Christ, it will kindle a flame of unquenchable fire upon you.",NA,behold ye shall brought see nakedness god also glory god holiness jesus christ kindle flame unquenchable fire upon,0.0,,0,35,False,True,,,god
6863,,,,,,Mormon 9:6,Mormon,9.0,6.0,"O then ye unbelieving, turn ye unto the Lord; cry mightily unto the Father in the name of Jesus, that perhaps ye may be found spotless, pure, fair, and white, having been cleansed by the blood of the Lamb, at that great and last day.",NA,ye unbelieving turn ye unto lord cry mightily unto father name jesus perhaps ye may found spotless pure fair white cleansed blood lamb great last day,0.0,,0,45,False,True,,,lord
6864,,,,,,Mormon 9:7,Mormon,9.0,7.0,"And again I speak unto you who deny the revelations of God, and say that they are done away, that there are no revelations, nor prophecies, nor gifts, nor healing, nor speaking with tongues, and the interpretation of tongues;",NA,speak unto deny revelations god say done away revelations prophecies gifts healing speaking tongues interpretation tongues,0.0,,0,39,False,True,,,revelation
6865,,,,,,Mormon 9:8,Mormon,9.0,8.0,"Behold I say unto you, he that denieth these things knoweth not the gospel of Christ; yea, he has not read the scriptures; if so, he does not understand them.",NA,behold say unto denieth things knoweth gospel christ yea read scriptures understand,0.0,,0,30,False,True,,,christ
6866,,,,,,Mormon 9:9,Mormon,9.0,9.0,"For do we not read that God is the same yesterday, today, and forever, and in him there is no variableness neither shadow of changing?",NA,read god yesterday today forever variableness neither shadow changing,0.0,,0,25,False,True,,,god
6867,,,,,,Mormon 9:10,Mormon,9.0,10.0,"And now, if ye have imagined up unto yourselves a god who doth vary, and in whom there is shadow of changing, then have ye imagined up unto yourselves a god who is not a God of miracles.",NA,ye imagined unto god doth vary shadow changing ye imagined unto god god miracles,0.0,,0,38,False,True,,,god
6868,,,,,,Mormon 9:11,Mormon,9.0,11.0,"But behold, I will show unto you a God of miracles, even the God of Abraham, and the God of Isaac, and the God of Jacob; and it is that same God who created the heavens and the earth, and all things that in them are.",NA,behold show unto god miracles even god abraham god isaac god jacob god created heavens earth things,0.0,,0,46,False,True,,,god
